month,node_name,item,value
Jan-25,VIRTUAL_NODE,initial_inventory,50
Jan-25,VIRTUAL_NODE,demand,0
Feb-25,VIRTUAL_NODE,demand,0
Mar-25,VIRTUAL_NODE,demand,0
Apr-25,VIRTUAL_NODE,demand,50
May-25,VIRTUAL_NODE,demand,50
Jun-25,VIRTUAL_NODE,demand,60
Jul-25,VIRTUAL_NODE,demand,90
Aug-25,VIRTUAL_NODE,demand,130
Sep-25,VIRTUAL_NODE,demand,190
Oct-25,VIRTUAL_NODE,demand,260
Nov-25,VIRTUAL_NODE,demand,320
Dec-25,VIRTUAL_NODE,demand,300
Jan-26,VIRTUAL_NODE,demand,250
Feb-26,VIRTUAL_NODE,demand,210
Mar-26,VIRTUAL_NODE,demand,170
Apr-26,VIRTUAL_NODE,demand,130
May-26,VIRTUAL_NODE,demand,100
Jun-26,VIRTUAL_NODE,demand,80
Jan-25,VIRTUAL_NODE,production,0
Feb-25,VIRTUAL_NODE,production,0
Mar-25,VIRTUAL_NODE,production,0
Apr-25,VIRTUAL_NODE,production,150
May-25,VIRTUAL_NODE,production,150
Jun-25,VIRTUAL_NODE,production,200
Jul-25,VIRTUAL_NODE,production,250
Aug-25,VIRTUAL_NODE,production,250
Sep-25,VIRTUAL_NODE,production,250
Oct-25,VIRTUAL_NODE,production,250
Nov-25,VIRTUAL_NODE,production,230
Dec-25,VIRTUAL_NODE,production,230
Jan-26,VIRTUAL_NODE,production,100
Feb-26,VIRTUAL_NODE,production,100
Mar-26,VIRTUAL_NODE,production,100
Apr-26,VIRTUAL_NODE,production,0
May-26,VIRTUAL_NODE,production,0
Jun-26,VIRTUAL_NODE,production,0
