month,node_name,item,value
Jan-26,VIRTUAL_NODE,initial_inventory,600
Jan-26,VIRTUAL_NODE,demand,100
Feb-26,VIRTUAL_NODE,demand,100
Mar-26,VIRTUAL_NODE,demand,100
Apr-26,VIRTUAL_NODE,demand,99
May-26,VIRTUAL_NODE,demand,99
Jun-26,VIRTUAL_NODE,demand,99
Jul-26,VIRTUAL_NODE,demand,99
Aug-26,VIRTUAL_NODE,demand,98
Sep-26,VIRTUAL_NODE,demand,98
Oct-26,VIRTUAL_NODE,demand,98
Nov-26,VIRTUAL_NODE,demand,98
Dec-26,VIRTUAL_NODE,demand,97
Jan-27,VIRTUAL_NODE,demand,97
Feb-27,VIRTUAL_NODE,demand,97
Mar-27,VIRTUAL_NODE,demand,97
Apr-27,VIRTUAL_NODE,demand,96
May-27,VIRTUAL_NODE,demand,96
Jun-27,VIRTUAL_NODE,demand,96
Jul-27,VIRTUAL_NODE,demand,96
Aug-27,VIRTUAL_NODE,demand,96
Sep-27,VIRTUAL_NODE,demand,96
Oct-27,VIRTUAL_NODE,demand,96
Nov-27,VIRTUAL_NODE,demand,96
Dec-27,VIRTUAL_NODE,demand,96
Jan-28,VIRTUAL_NODE,demand,96
Feb-28,VIRTUAL_NODE,demand,96
Mar-28,VIRTUAL_NODE,demand,96
Apr-28,VIRTUAL_NODE,demand,96
May-28,VIRTUAL_NODE,demand,96
Jun-28,VIRTUAL_NODE,demand,96
Jul-28,VIRTUAL_NODE,demand,96
Aug-28,VIRTUAL_NODE,demand,96
Sep-28,VIRTUAL_NODE,demand,96
Oct-28,VIRTUAL_NODE,demand,96
Nov-28,VIRTUAL_NODE,demand,96
Dec-28,VIRTUAL_NODE,demand,96
Jan-26,VIRTUAL_NODE,production,0
Feb-26,VIRTUAL_NODE,production,0
Mar-26,VIRTUAL_NODE,production,0
Apr-26,VIRTUAL_NODE,production,0
May-26,VIRTUAL_NODE,production,0
Jun-26,VIRTUAL_NODE,production,0
Jul-26,VIRTUAL_NODE,production,0
Aug-26,VIRTUAL_NODE,production,0
Sep-26,VIRTUAL_NODE,production,600
Oct-26,VIRTUAL_NODE,production,400
Nov-26,VIRTUAL_NODE,production,0
Dec-26,VIRTUAL_NODE,production,0
Jan-27,VIRTUAL_NODE,production,0
Feb-27,VIRTUAL_NODE,production,0
Mar-27,VIRTUAL_NODE,production,0
Apr-27,VIRTUAL_NODE,production,0
May-27,VIRTUAL_NODE,production,0
Jun-27,VIRTUAL_NODE,production,0
Jul-27,VIRTUAL_NODE,production,0
Aug-27,VIRTUAL_NODE,production,0
Sep-27,VIRTUAL_NODE,production,700
Oct-27,VIRTUAL_NODE,production,600
Nov-27,VIRTUAL_NODE,production,0
Dec-27,VIRTUAL_NODE,production,0
Jan-28,VIRTUAL_NODE,production,0
Feb-28,VIRTUAL_NODE,production,0
Mar-28,VIRTUAL_NODE,production,0
Apr-28,VIRTUAL_NODE,production,0
May-28,VIRTUAL_NODE,production,0
Jun-28,VIRTUAL_NODE,production,0
Jul-28,VIRTUAL_NODE,production,0
Aug-28,VIRTUAL_NODE,production,0
Sep-28,VIRTUAL_NODE,production,580
Oct-28,VIRTUAL_NODE,production,380
Nov-28,VIRTUAL_NODE,production,0
Dec-28,VIRTUAL_NODE,production,0
